بازگشایی,کمترین,بیشترین,پایانی,میزان تغییر,درصد تغییر,تاریخ میلادی,تاریخ شمسی
520380,520380,540010,538740,20800,0.04019999999999999,2023/06/12,1402/03/22
538480,525710,538830,530870,7870,0.0148,2023/06/13,1402/03/23
528250,525890,531910,531860,990,0.0019,2023/06/14,1402/03/24
531860,531860,531860,531860,0,0.0,2023/06/15,1402/03/25
539980,538450,542840,538660,6800,0.0128,2023/06/17,1402/03/27
538160,529930,538160,531660,7000,0.0132,2023/06/18,1402/03/28
531450,529970,535880,534120,2460,0.0046,2023/06/19,1402/03/29
534410,531020,534730,532710,1410,0.0026,2023/06/20,1402/03/30
533980,533810,547420,545680,12970,0.024300000000000002,2023/06/21,1402/03/31
545680,545680,545680,545680,0,0.0,2023/06/22,1402/04/01
558830,544040,558830,544350,1330,0.0024,2023/06/24,1402/04/03
544770,540230,545410,542950,1400,0.0026,2023/06/25,1402/04/04
544830,539530,546560,540580,2370,0.0044,2023/06/26,1402/04/05
539800,536210,540330,537590,2990,0.005600000000000001,2023/06/27,1402/04/06
537590,537590,537590,537590,0,0.0,2023/06/28,1402/04/07
543870,543850,547450,545480,7890,0.0147,2023/07/01,1402/04/10
543990,543940,549540,549290,3810,0.006999999999999999,2023/07/02,1402/04/11
548910,544060,549020,547670,1620,0.003,2023/07/03,1402/04/12
526440,526440,526440,526440,21230,0.0403,2023/07/04,1402/04/13
550660,546440,550680,550640,24200,0.046,2023/07/05,1402/04/14
550640,550640,550640,550640,0,0.0,2023/07/06,1402/04/15
548560,544170,548650,548470,2170,0.004,2023/07/08,1402/04/17
548045,544510,548250,547840,630,0.0011,2023/07/09,1402/04/18
544240,538980,547840,540640,7200,0.013300000000000001,2023/07/10,1402/04/19
548395,540110,548400,548390,7750,0.0143,2023/07/11,1402/04/20
550465,548590,550680,550250,1860,0.0034000000000000002,2023/07/12,1402/04/21
550250,550250,550250,550250,0,0.0,2023/07/13,1402/04/22
544620,542750,545830,543410,6840,0.0126,2023/07/15,1402/04/24
549240,543410,549240,549240,5830,0.010700000000000001,2023/07/16,1402/04/25
550370,546580,552450,548290,950,0.0017000000000000001,2023/07/17,1402/04/26
545895,542210,549330,542460,5830,0.010700000000000001,2023/07/18,1402/04/27
545000,540990,545740,544260,1800,0.0033,2023/07/19,1402/04/28
544260,544260,544260,544260,0,0.0,2023/07/20,1402/04/29
539390,536290,540810,537970,6290,0.011699999999999999,2023/07/22,1402/04/31
540275,532060,540410,540140,2170,0.004,2023/07/23,1402/05/01
542765,537650,543120,542410,2270,0.0042,2023/07/24,1402/05/02
543710,540380,544340,543080,670,0.0012,2023/07/25,1402/05/03
543595,541720,545470,541720,1360,0.0025,2023/07/26,1402/05/04
539605,537190,541490,537720,4000,0.0074,2023/07/29,1402/05/07
544170,537320,544640,543700,5980,0.0111,2023/07/30,1402/05/08
551970,543700,552050,551890,8190,0.0151,2023/07/31,1402/05/09
550136,542545,554922,549747,2143,0.0039000000000000003,2023/08/01,1402/05/10
548831,538403,557762,551585,1838,0.0033,2023/08/02,1402/05/11
547350,544680,547960,546740,4845,0.0089,2023/08/05,1402/05/14
546535,544270,546920,546150,590,0.0011,2023/08/06,1402/05/15
543385,539340,546150,540620,5530,0.0102,2023/08/07,1402/05/16
544560,540620,545170,543950,3330,0.0062,2023/08/08,1402/05/17
548455,543950,549240,547670,3720,0.0068000000000000005,2023/08/09,1402/05/18
547670,547670,547670,547670,0,0.0,2023/08/10,1402/05/19
538955,531530,539800,538110,9560,0.0178,2023/08/12,1402/05/21
540100,535640,541340,538860,750,0.0014000000000000002,2023/08/13,1402/05/22
538670,536550,539450,537890,970,0.0018,2023/08/14,1402/05/23
536935,533090,540400,533470,4420,0.0083,2023/08/15,1402/05/24
533395,530550,533540,533250,220,0.0004,2023/08/16,1402/05/25
533250,533250,533250,533250,0,0.0,2023/08/17,1402/05/26
531685,529890,532920,530450,2800,0.0053,2023/08/19,1402/05/28
531700,529510,532710,530690,240,0.0005,2023/08/20,1402/05/29
536215,530690,537480,534950,4260,0.008,2023/08/21,1402/05/30
533950,530420,534950,532950,2000,0.0038,2023/08/22,1402/05/31
533305,531500,533950,532660,290,0.0005,2023/08/23,1402/06/01
532660,532660,532660,532660,0,0.0,2023/08/24,1402/06/02
531440,527480,531910,530970,1690,0.0032,2023/08/26,1402/06/04
530450,528660,530970,529930,1040,0.002,2023/08/27,1402/06/05
532155,529060,532660,531650,1720,0.0032,2023/08/28,1402/06/06
536935,531650,537510,536360,4710,0.0089,2023/08/29,1402/06/07
534370,531350,536360,532380,3980,0.0075,2023/08/30,1402/06/08
532380,532380,532380,532380,0,0.0,2023/08/31,1402/06/09
536465,532760,537390,535540,3160,0.0059,2023/09/02,1402/06/11
537045,534710,537910,536180,640,0.0012,2023/09/03,1402/06/12
534755,531370,537100,532410,3770,0.0070999999999999995,2023/09/04,1402/06/13
532410,532410,532410,532410,0,0.0,2023/09/05,1402/06/14
530790,530790,530790,530790,1620,0.0031,2023/09/07,1402/06/16
532310,531140,533060,531560,770,0.0015,2023/09/09,1402/06/18
534260,532400,535020,533500,1940,0.0036,2023/09/10,1402/06/19
533660,529690,533750,533570,70,0.0001,2023/09/11,1402/06/20
537150,533570,537740,536560,2990,0.005600000000000001,2023/09/12,1402/06/21
536560,536560,536560,536560,0,0.0,2023/09/13,1402/06/22
529830,526590,530080,529580,6980,0.0132,2023/09/17,1402/06/26
530715,528310,531880,529550,30,0.0001,2023/09/18,1402/06/27
527805,524830,529550,526060,3490,0.0066,2023/09/19,1402/06/28
525515,522620,526060,524970,1090,0.0021,2023/09/20,1402/06/29
524970,524970,524970,524970,0,0.0,2023/09/21,1402/06/30
525100,525100,525100,525100,130,0.0002,2023/09/23,1402/07/01
523450,523450,523450,523450,1650,0.0032,2023/09/25,1402/07/03
526990,526990,526990,526990,3540,0.0068000000000000005,2023/09/26,1402/07/04
551000,520900,559440,559220,32230,0.061200000000000004,2023/09/27,1402/07/05
559220,559220,559220,559220,0,0.0,2023/09/28,1402/07/06
524530,523520,525630,524140,35080,0.0669,2023/09/30,1402/07/08
524380,520270,526650,521150,2990,0.005699999999999999,2023/10/01,1402/07/09
521150,521150,521150,521150,0,0.0,2023/10/02,1402/07/10
519400,519400,523430,522860,1710,0.0033,2023/10/04,1402/07/12
522860,522860,522860,522860,0,0.0,2023/10/05,1402/07/13
534760,534760,555500,555250,32390,0.061900000000000004,2023/10/07,1402/07/15
552190,552190,565800,556250,1000,0.0018,2023/10/08,1402/07/16
557070,551260,561800,552620,3630,0.0066,2023/10/09,1402/07/17
551990,548810,552980,549030,3590,0.006500000000000001,2023/10/10,1402/07/18
550500,544840,550730,545540,3490,0.0064,2023/10/11,1402/07/19
545540,545540,545540,545540,0,0.0,2023/10/12,1402/07/20
535480,534120,536150,534600,10940,0.020499999999999997,2023/10/14,1402/07/22
535370,529390,535450,530440,4160,0.0078000000000000005,2023/10/15,1402/07/23
530620,530110,540450,540220,9780,0.0184,2023/10/16,1402/07/24
539190,539170,545020,540560,340,0.0006,2023/10/17,1402/07/25
540529,536312,548935,541250,560,0.001,2023/10/18,1402/07/26
534138,524630,541279,537037,297,0.0006,2023/10/21,1402/07/29
536710,536710,540070,539250,2213,0.0040999999999999995,2023/10/22,1402/07/30
541230,537610,546920,537840,1410,0.0026,2023/10/23,1402/08/01
538720,537190,542470,541670,3830,0.0070999999999999995,2023/10/24,1402/08/02
539710,539120,545130,543690,2020,0.0037,2023/10/25,1402/08/03
545000,545000,551880,550720,7030,0.0129,2023/10/27,1402/08/05
548460,543510,548710,543550,7170,0.0132,2023/10/28,1402/08/06
543610,539070,545810,544940,1390,0.0026,2023/10/29,1402/08/07
547190,544330,550800,544510,430,0.0008,2023/10/30,1402/08/08
544820,540860,546630,545050,540,0.001,2023/10/31,1402/08/09
547910,547820,556340,556130,11080,0.0203,2023/11/01,1402/08/10
559570,547710,559570,548950,7180,0.0131,2023/11/03,1402/08/12
548830,548830,553810,549980,1030,0.0019,2023/11/04,1402/08/13
550160,550110,552860,551760,1780,0.0032,2023/11/05,1402/08/14
549310,546980,550400,548600,3160,0.0058,2023/11/06,1402/08/15
547920,544120,549450,546840,1760,0.0032,2023/11/07,1402/08/16
546560,546560,550670,549120,2280,0.0042,2023/11/08,1402/08/17
548860,548830,552370,549810,690,0.0013,2023/11/10,1402/08/19
549860,549110,551730,549780,30,0.0001,2023/11/11,1402/08/20
550430,545560,551020,546940,2840,0.0052,2023/11/12,1402/08/21
547930,545490,555590,554560,7620,0.0139,2023/11/13,1402/08/22
555900,551340,556620,553220,1340,0.0024,2023/11/14,1402/08/23
551760,549800,553540,550410,2810,0.0051,2023/11/15,1402/08/24
554100,550200,554100,552530,2120,0.0039000000000000003,2023/11/17,1402/08/26
552390,549010,553480,549260,3270,0.006,2023/11/18,1402/08/27
549220,546820,551470,551080,1820,0.0033,2023/11/19,1402/08/28
551950,548520,554880,548590,2490,0.0045000000000000005,2023/11/20,1402/08/29
547520,543380,550620,544490,4100,0.0075,2023/11/21,1402/08/30
546590,545910,549430,548130,3640,0.0067,2023/11/22,1402/09/01
550540,549460,553730,551670,3540,0.006500000000000001,2023/11/24,1402/09/03
551540,549940,553780,550600,1070,0.0019,2023/11/25,1402/09/04
551100,550140,554740,550560,40,0.0001,2023/11/26,1402/09/05
555156,551491,560383,556046,5486,0.01,2023/11/27,1402/09/06
555250,550510,559230,556820,774,0.0014000000000000002,2023/11/28,1402/09/07
556290,553070,557940,554560,2260,0.0040999999999999995,2023/11/29,1402/09/08
551820,548010,551820,549520,5040,0.0092,2023/12/01,1402/09/10
549460,549050,552180,550400,880,0.0016,2023/12/02,1402/09/11
549820,546970,550820,547990,2410,0.0044,2023/12/03,1402/09/12
548090,544940,548390,545500,2490,0.0046,2023/12/04,1402/09/13
544600,542420,546200,544250,1250,0.0023,2023/12/05,1402/09/14
544170,542720,545250,544410,160,0.0003,2023/12/06,1402/09/15
544930,543830,546360,545060,650,0.0012,2023/12/08,1402/09/17
545080,543830,546040,544920,140,0.0003,2023/12/09,1402/09/18
545120,544580,546030,545770,850,0.0016,2023/12/10,1402/09/19
546010,544150,546250,544170,1600,0.0029,2023/12/11,1402/09/20
544360,543070,544380,544090,80,0.0001,2023/12/12,1402/09/21
544160,543640,544950,544390,300,0.0006,2023/12/13,1402/09/22
549920,549320,550790,549660,5270,0.0097,2023/12/15,1402/09/24
551150,548000,551230,548620,1040,0.0019,2023/12/17,1402/09/26
549630,547450,559950,549550,930,0.0017000000000000001,2023/12/18,1402/09/27
546155,537416,555229,549787,237,0.0004,2023/12/19,1402/09/28
545450,545370,550830,549920,133,0.0002,2023/12/20,1402/09/29
551590,551590,555710,554080,4160,0.0076,2023/12/22,1402/10/01
554070,551250,554500,551520,2560,0.0046,2023/12/23,1402/10/02
551510,551470,551510,551510,10,0.0,2023/12/24,1402/10/03
552260,551750,554820,552800,1290,0.0023,2023/12/25,1402/10/04
553600,552980,560090,559940,7140,0.0129,2023/12/26,1402/10/05
559790,557730,560220,559270,670,0.0012,2023/12/27,1402/10/06
555430,555420,560290,558740,530,0.0009,2023/12/29,1402/10/08
558700,557030,558740,558150,590,0.0011,2023/12/30,1402/10/09
558110,556810,559300,558520,370,0.0007000000000000001,2023/12/31,1402/10/10
558470,553870,558470,554910,3610,0.006500000000000001,2024/01/01,1402/10/11
554790,553460,556530,555020,110,0.0002,2024/01/02,1402/10/12
555670,555670,564980,562980,7960,0.0143,2024/01/03,1402/10/13
562740,556890,562740,557820,5160,0.009300000000000001,2024/01/05,1402/10/15
557860,553060,558250,557700,120,0.0002,2024/01/06,1402/10/16
558030,556520,559760,559090,1390,0.0025,2024/01/07,1402/10/17
558210,558110,563960,562400,3310,0.0059,2024/01/08,1402/10/18
562780,562520,570660,569700,7300,0.013000000000000001,2024/01/09,1402/10/19
571050,565560,573040,567140,2560,0.0045000000000000005,2024/01/10,1402/10/20
565020,565020,575970,574370,7230,0.0127,2024/01/12,1402/10/22
574550,569170,582010,570190,4180,0.0073,2024/01/13,1402/10/23
571010,570850,575350,574490,4300,0.0075,2024/01/14,1402/10/24
572440,572390,578430,574530,40,0.0001,2024/01/15,1402/10/25
575130,574810,583510,583510,8980,0.015600000000000001,2024/01/16,1402/10/26
584680,583130,592310,587550,4040,0.0069,2024/01/17,1402/10/27
586660,582500,589520,589160,1610,0.0027,2024/01/19,1402/10/29
588750,583940,589430,587780,1380,0.0023,2024/01/20,1402/10/30
588000,584460,590670,589070,1290,0.0022,2024/01/21,1402/11/01
590010,589690,596100,595080,6010,0.0102,2024/01/22,1402/11/02
596760,596510,607110,606660,11580,0.0195,2024/01/23,1402/11/03
603690,600100,611280,610680,4020,0.0066,2024/01/26,1402/11/06
610630,602930,610630,605750,4930,0.008100000000000001,2024/01/27,1402/11/07
605860,605860,632370,629870,24120,0.0398,2024/01/28,1402/11/08
620707,603969,629210,613043,16827,0.0274,2024/01/29,1402/11/09
619791,610426,624191,614668,1625,0.0027,2024/01/30,1402/11/10
620350,608835,630833,611895,2773,0.0045000000000000005,2024/01/31,1402/11/11
620960,608230,620960,608470,3425,0.005600000000000001,2024/02/02,1402/11/13
608230,593610,608230,594820,13650,0.0229,2024/02/03,1402/11/14
594300,586100,595590,592030,2790,0.004699999999999999,2024/02/04,1402/11/15
596344,585311,602010,598598,6568,0.0111,2024/02/05,1402/11/16
596610,594740,600590,599240,642,0.0011,2024/02/06,1402/11/17
600840,591510,600840,591990,7250,0.012199999999999999,2024/02/09,1402/11/20
595400,594590,599610,595880,3890,0.0066,2024/02/11,1402/11/22
595830,591390,598040,594710,1170,0.002,2024/02/12,1402/11/23
594080,592730,596070,595410,700,0.0012,2024/02/13,1402/11/24
596710,596600,602640,602120,6710,0.0113,2024/02/14,1402/11/25
603890,603140,606890,606650,4530,0.0075,2024/02/16,1402/11/27
615140,613500,616840,614190,310,0.0005,2024/02/18,1402/11/29
614610,609980,614750,611670,2520,0.0040999999999999995,2024/02/19,1402/11/30
611160,610990,618150,616700,5030,0.008199999999999999,2024/02/20,1402/12/01
618780,618600,623560,620600,3900,0.0063,2024/02/21,1402/12/02
619830,619080,621670,619500,1100,0.0018,2024/02/23,1402/12/04
622830,622730,629620,629410,9910,0.016,2024/02/25,1402/12/06
630000,629550,636640,635870,6460,0.0103,2024/02/26,1402/12/07
634400,626480,638180,629580,6290,0.01,2024/02/27,1402/12/08
629850,629180,634020,633400,3820,0.0060999999999999995,2024/02/28,1402/12/09
633760,633710,651530,642850,9450,0.0149,2024/03/01,1402/12/11
642860,640480,645570,643170,320,0.0005,2024/03/02,1402/12/12
643780,643770,657380,657120,13950,0.0217,2024/03/03,1402/12/13
645885,642655,663189,659890,2770,0.0042,2024/03/04,1402/12/14
662110,657000,665550,663740,3850,0.0058,2024/03/05,1402/12/15
664385,652786,676211,663266,474,0.0007000000000000001,2024/03/06,1402/12/16
667230,660540,667230,662010,1256,0.0019,2024/03/08,1402/12/18
662200,647920,662200,648530,13480,0.0208,2024/03/09,1402/12/19
648750,648360,656350,654960,6430,0.009899999999999999,2024/03/10,1402/12/20
655560,650800,655620,652420,2540,0.0039000000000000003,2024/03/11,1402/12/21
652450,647150,652570,650770,1650,0.0025,2024/03/12,1402/12/22
651500,647950,652160,650400,370,0.0006,2024/03/13,1402/12/23
648610,645840,654600,654540,4140,0.0064,2024/03/15,1402/12/25
654600,653180,657320,654000,540,0.0008,2024/03/16,1402/12/26
654030,653910,658530,657280,3280,0.005,2024/03/17,1402/12/27
664190,658650,674840,668320,11040,0.0168,2024/03/23,1403/01/04
669090,664770,669140,664860,3460,0.0052,2024/03/24,1403/01/05
666410,660010,666410,660360,4500,0.0068000000000000005,2024/03/25,1403/01/06
658840,658400,665100,664900,4540,0.0069,2024/03/26,1403/01/07
666970,663670,667520,666400,1500,0.0023,2024/03/27,1403/01/08
665620,662540,667240,662610,3790,0.005699999999999999,2024/03/29,1403/01/10
669200,669020,680590,679660,17050,0.025699999999999997,2024/04/01,1403/01/13
679940,676430,688330,688330,8670,0.0128,2024/04/02,1403/01/14
689880,689250,701190,698340,10010,0.014499999999999999,2024/04/03,1403/01/15
696160,696160,710060,709940,11600,0.0166,2024/04/05,1403/01/17
709850,693970,710500,697060,12880,0.018500000000000003,2024/04/06,1403/01/18
696600,690760,696730,691900,5160,0.0075,2024/04/07,1403/01/19
692850,690180,696300,696230,4330,0.0063,2024/04/08,1403/01/20
690450,688290,711520,711520,15290,0.022000000000000002,2024/04/12,1403/01/24
746090,721290,749300,724280,12760,0.0179,2024/04/13,1403/01/25
725000,708510,728080,712420,11860,0.0166,2024/04/14,1403/01/26
709880,701890,709920,703000,9420,0.0134,2024/04/15,1403/01/27
702750,702420,712590,711990,8990,0.0128,2024/04/16,1403/01/28
711690,710640,718070,716890,4900,0.0069,2024/04/17,1403/01/29
716680,693530,716680,694600,22290,0.0321,2024/04/19,1403/01/31
694710,687650,694730,693130,1470,0.0021,2024/04/20,1403/02/01
693360,689660,694380,692260,870,0.0013,2024/04/21,1403/02/02
692770,690400,697010,694180,1920,0.0028000000000000004,2024/04/22,1403/02/03
693100,684030,695300,685860,8320,0.0121,2024/04/23,1403/02/04
687240,679870,687650,680280,5580,0.008199999999999999,2024/04/24,1403/02/05
680840,658100,680840,658710,21570,0.0327,2024/04/26,1403/02/07
658870,646780,659990,646980,11730,0.0181,2024/04/27,1403/02/08
648620,648070,664080,663940,16960,0.0262,2024/04/28,1403/02/09
662710,661830,676410,668510,4570,0.0069,2024/04/29,1403/02/10
667160,658800,668130,660830,7680,0.0116,2024/04/30,1403/02/11
663880,661460,664250,663120,2290,0.0034999999999999996,2024/05/01,1403/02/12
652400,651490,658860,652850,10270,0.015700000000000002,2024/05/04,1403/02/15
653030,652810,664590,662650,9800,0.015,2024/05/05,1403/02/16
662010,659050,664680,661900,750,0.0011,2024/05/06,1403/02/17
660270,655590,660450,657360,4540,0.0069,2024/05/07,1403/02/18
656520,656520,660330,658540,1180,0.0018,2024/05/08,1403/02/19
658650,653630,658650,655760,2780,0.0042,2024/05/10,1403/02/21
655720,646210,655720,647400,8360,0.0129,2024/05/11,1403/02/22
647300,646200,650500,648000,600,0.0009,2024/05/12,1403/02/23
647000,639200,647100,641300,6700,0.0104,2024/05/13,1403/02/24
642100,639400,644600,642000,700,0.0011,2024/05/14,1403/02/25
642900,635600,642900,637100,4900,0.0077,2024/05/15,1403/02/26
637300,620900,637300,620900,16200,0.026099999999999998,2024/05/17,1403/02/28
621300,618800,654200,651100,30200,0.048600000000000004,2024/05/18,1403/02/29
651200,626500,653700,628900,22200,0.0353,2024/05/19,1403/02/30
628800,619400,628800,627300,1600,0.0026,2024/05/20,1403/02/31
623100,610880,636310,627340,40,0.0001,2024/05/21,1403/03/01
621500,620900,628400,628400,1060,0.0017000000000000001,2024/05/22,1403/03/02
627500,622400,630400,623600,4800,0.0077,2024/05/24,1403/03/04
623800,622900,626600,625400,1800,0.0029,2024/05/25,1403/03/05
625700,625500,637600,635700,10300,0.0165,2024/05/26,1403/03/06
636700,636500,645800,641100,5400,0.0085,2024/05/27,1403/03/07
640000,629500,641400,631800,9300,0.0147,2024/05/28,1403/03/08
630800,629100,640300,639300,7500,0.011899999999999999,2024/05/29,1403/03/09
640400,638400,641300,639100,200,0.0003,2024/05/31,1403/03/11
639000,639000,648300,648100,9000,0.0141,2024/06/01,1403/03/12
638600,638500,643400,639800,8300,0.013000000000000001,2024/06/04,1403/03/15
640900,639300,642000,640200,400,0.0006,2024/06/05,1403/03/16
635900,635000,643500,641900,1700,0.0027,2024/06/07,1403/03/18
642100,638000,642400,638300,3600,0.005600000000000001,2024/06/08,1403/03/19
635300,632300,636200,634500,3800,0.006,2024/06/09,1403/03/20
635200,634100,639800,634500,0,0.0,2024/06/10,1403/03/21
634700,633200,639800,638800,4300,0.0068000000000000005,2024/06/11,1403/03/22
636700,636600,641000,639100,300,0.0005,2024/06/12,1403/03/23
633400,631700,633400,631900,7200,0.011399999999999999,2024/06/14,1403/03/25
632100,630100,632100,631800,100,0.0002,2024/06/15,1403/03/26
637000,637000,641300,638100,6300,0.01,2024/06/17,1403/03/28
637050,631950,642910,636670,1430,0.0022,2024/06/18,1403/03/29
637200,635700,638400,636300,370,0.0006,2024/06/19,1403/03/30
634600,633300,636800,635700,600,0.0009,2024/06/21,1403/04/01
635500,635500,643800,643800,8100,0.0127,2024/06/22,1403/04/02
644700,644400,655600,653100,9300,0.0144,2024/06/23,1403/04/03
653400,647300,653400,650600,2500,0.0038,2024/06/25,1403/04/05
651200,650400,658700,658700,8100,0.0125,2024/06/26,1403/04/06
658100,657100,663400,663200,4500,0.0068000000000000005,2024/06/28,1403/04/08
666000,665200,668200,667800,4600,0.0069,2024/06/29,1403/04/09
670800,662400,670900,663200,4600,0.0069,2024/06/30,1403/04/10
662300,656200,664500,657700,5500,0.0084,2024/07/01,1403/04/11
658800,649600,658800,656300,1400,0.0021,2024/07/02,1403/04/12
655700,655700,665000,663200,6900,0.0105,2024/07/03,1403/04/13
665600,645900,665600,652500,10700,0.016399999999999998,2024/07/05,1403/04/15
652700,650800,656000,650900,1600,0.0025,2024/07/06,1403/04/16
650500,649700,651600,650500,400,0.0006,2024/07/07,1403/04/17
650000,648800,650500,649300,1200,0.0018,2024/07/08,1403/04/18
650200,643800,650200,644500,4800,0.0074,2024/07/09,1403/04/19
645200,627600,645700,635700,8800,0.0138,2024/07/10,1403/04/20
636600,635300,636700,635500,200,0.0003,2024/07/12,1403/04/22
635600,632000,635900,634500,1000,0.0016,2024/07/13,1403/04/23
637400,626900,637900,627800,6700,0.010700000000000001,2024/07/16,1403/04/26
628200,625700,628800,626100,1700,0.0027,2024/07/17,1403/04/27
624400,623700,628200,628000,1900,0.003,2024/07/19,1403/04/29
628100,626100,630400,627400,600,0.001,2024/07/20,1403/04/30
627200,625700,630000,627000,400,0.0006,2024/07/21,1403/04/31
630600,626700,634400,631700,4700,0.0075,2024/07/22,1403/05/01
631200,630900,635300,634200,2500,0.004,2024/07/23,1403/05/02
632100,632000,638500,637600,3400,0.0054,2024/07/24,1403/05/03
638200,635900,638500,636700,900,0.0014000000000000002,2024/07/26,1403/05/05
637500,637400,642800,641500,4800,0.0075,2024/07/27,1403/05/06
641100,638400,644000,642100,600,0.0009,2024/07/28,1403/05/07
642500,640900,645800,643300,1200,0.0019,2024/07/29,1403/05/08
643400,643400,658500,653200,9900,0.0154,2024/07/30,1403/05/09
653000,651500,659400,659100,5900,0.009000000000000001,2024/07/31,1403/05/10
666100,666100,676600,676000,16900,0.0256,2024/08/02,1403/05/12
675500,667400,675900,668900,7100,0.0106,2024/08/03,1403/05/13
669800,669400,681500,677500,8600,0.0129,2024/08/04,1403/05/14
676300,671600,678600,671900,5600,0.0083,2024/08/05,1403/05/15
671300,668500,676600,674900,3000,0.0045000000000000005,2024/08/06,1403/05/16
675900,668600,675900,669200,5700,0.0085,2024/08/07,1403/05/17
670200,656300,670200,657100,12100,0.0184,2024/08/09,1403/05/19
656900,650900,658100,652900,4200,0.0064,2024/08/10,1403/05/20
653300,653200,661900,660100,7200,0.011000000000000001,2024/08/11,1403/05/21
660300,653800,660400,656700,3400,0.0052,2024/08/12,1403/05/22
659900,652500,659900,653200,3500,0.0054,2024/08/13,1403/05/23
653100,646700,653300,648200,5000,0.0077,2024/08/14,1403/05/24
652600,638900,652700,639200,9000,0.0141,2024/08/16,1403/05/26
644700,643100,651400,650000,6200,0.0096,2024/08/18,1403/05/28
649800,646600,652300,649000,1000,0.0015,2024/08/19,1403/05/29
649900,647600,658800,656800,7800,0.012,2024/08/20,1403/05/30
658000,655300,661800,658100,1300,0.002,2024/08/21,1403/05/31
661400,658200,661400,661300,3200,0.0049,2024/08/23,1403/06/02
667300,665000,675800,666200,4900,0.0074,2024/08/25,1403/06/04
666900,660400,667300,664600,1600,0.0024,2024/08/26,1403/06/05
663900,660900,667600,665300,700,0.0011,2024/08/27,1403/06/06
666400,661600,667600,663800,1500,0.0023,2024/08/28,1403/06/07
661600,661200,664900,661600,2200,0.0033,2024/08/30,1403/06/09
661700,660900,667100,666100,4500,0.0068000000000000005,2024/08/31,1403/06/10
667500,663600,668100,665500,600,0.0009,2024/09/02,1403/06/12
667800,665200,668200,667100,1600,0.0024,2024/09/04,1403/06/14
666300,662600,666300,663000,4100,0.0062,2024/09/06,1403/06/16
662800,658000,663300,658500,4500,0.0068000000000000005,2024/09/07,1403/06/17
657600,656900,660700,659400,900,0.0014000000000000002,2024/09/08,1403/06/18
658700,654400,659700,657400,2000,0.003,2024/09/09,1403/06/19
658700,656900,660700,658300,900,0.0014000000000000002,2024/09/10,1403/06/20
660100,657100,660800,658600,300,0.0005,2024/09/13,1403/06/23
659000,653300,659200,654400,4200,0.0064,2024/09/14,1403/06/24
657100,654800,661300,658000,3600,0.0055000000000000005,2024/09/15,1403/06/25
657600,657500,664000,662600,4600,0.006999999999999999,2024/09/16,1403/06/26
662400,658600,665700,660000,2600,0.0039000000000000003,2024/09/17,1403/06/27
661000,658800,662700,660200,200,0.0003,2024/09/18,1403/06/28
661900,660200,665700,664900,4700,0.0070999999999999995,2024/09/21,1403/06/31
665200,660200,666400,665500,600,0.0009,2024/09/22,1403/07/01
665400,665200,676300,674800,9300,0.013999999999999999,2024/09/23,1403/07/02
676500,665100,676700,665500,9300,0.013999999999999999,2024/09/24,1403/07/03
666400,665800,677400,675800,10300,0.0155,2024/09/25,1403/07/04
677200,674000,687500,684800,9000,0.013300000000000001,2024/09/27,1403/07/06
677700,673000,682500,679000,5800,0.0085,2024/09/28,1403/07/07
680100,672900,681300,674100,4900,0.0073,2024/09/29,1403/07/08
672300,672300,682900,682200,8100,0.012,2024/09/30,1403/07/09
682500,682400,695500,694900,12700,0.018600000000000002,2024/10/01,1403/07/10
693900,692100,702400,702000,7100,0.0102,2024/10/02,1403/07/11
698300,682100,698300,688300,13700,0.0199,2024/10/04,1403/07/13
688100,688100,699600,699600,11300,0.016399999999999998,2024/10/05,1403/07/14
698600,689500,699000,693700,5900,0.0085,2024/10/06,1403/07/15
692800,687700,693600,688800,4900,0.0070999999999999995,2024/10/07,1403/07/16
687800,686600,693000,690700,1900,0.0028000000000000004,2024/10/08,1403/07/17
689900,689500,698300,697800,7100,0.0103,2024/10/09,1403/07/18
697000,684400,697000,684700,13100,0.0191,2024/10/11,1403/07/20
684900,684400,691600,691100,6400,0.009300000000000001,2024/10/12,1403/07/21
690400,689800,696000,692200,1100,0.0016,2024/10/13,1403/07/22
691400,685900,691500,687000,5200,0.0076,2024/10/14,1403/07/23
685500,685200,693300,692000,5000,0.0073,2024/10/15,1403/07/24
690200,690000,695500,692600,600,0.0009,2024/10/16,1403/07/25
695200,691600,696400,695600,3000,0.0043,2024/10/18,1403/07/27
695500,694100,700800,698600,3000,0.0043,2024/10/19,1403/07/28
697800,697700,704300,701700,3100,0.0044,2024/10/20,1403/07/29
701900,701900,715900,715600,13900,0.019799999999999998,2024/10/21,1403/07/30
714100,714000,737400,736200,20600,0.0288,2024/10/22,1403/08/01
736500,735300,743900,740400,4200,0.005699999999999999,2024/10/23,1403/08/02
739700,707400,739700,710700,29700,0.0418,2024/10/25,1403/08/04
710200,709000,722000,717200,6500,0.0091,2024/10/26,1403/08/05
717400,716700,732700,732500,15300,0.0213,2024/10/27,1403/08/06
731000,729800,745000,741400,8900,0.012199999999999999,2024/10/28,1403/08/07
742800,737400,756700,754800,13400,0.0181,2024/10/29,1403/08/08
754400,741300,754600,745100,9700,0.013000000000000001,2024/10/30,1403/08/09
742000,742000,757000,756000,10900,0.0146,2024/11/01,1403/08/11
756300,753200,764200,755200,800,0.0011,2024/11/02,1403/08/12
759000,751900,760100,755100,100,0.0001,2024/11/03,1403/08/13
